1,16.028642 
2,14.575911
3,14.575911
4,14.575911
5,14.148036
6,13.786750
7,13.762593
8,13.742842
9,13.838096
10,13.838096
11,13.780021
12,13.724838
13,13.732088
14,13.842233
15,13.872404
16,13.888504
